deltaTime,Acc_X,Acc_Y,Acc_Z,Gyro_X,Gyro_Y,Gyro_Z
0.0,-5.447,-4.254,4.437,0.569,0.139,-0.142
3.0,-5.582,-4.225,4.552,0.633,0.178,-0.156
6.0,-5.582,-4.225,4.552,0.633,0.178,-0.156
9.0,-5.582,-4.225,4.552,0.633,0.178,-0.156
12.0,-5.882,-4.01,4.705,0.666,0.222,-0.189
15.0,-5.882,-4.01,4.705,0.666,0.222,-0.189
18.0,-5.882,-4.01,4.705,0.666,0.222,-0.189
21.0,-5.882,-4.01,4.898,0.666,0.222,-0.189
24.0,-6.297,-3.65,4.898,0.662,0.255,-0.24
27.0,-6.297,-3.65,4.898,0.662,0.255,-0.24
30.0,-6.297,-3.65,4.898,0.662,0.255,-0.24
33.0,-6.932,-3.389,5.325,0.625,0.254,-0.289
36.0,-6.932,-3.389,5.325,0.625,0.254,-0.289
40.0,-6.932,-3.389,5.325,0.625,0.254,-0.289
43.0,-7.533,-3.35,5.452,0.589,0.225,-0.281
47.0,-7.533,-3.35,5.452,0.589,0.225,-0.281
51.0,-7.783,-3.606,5.291,0.589,0.225,-0.281
55.0,-7.783,-3.606,5.291,0.564,0.185,-0.178
58.0,-7.783,-3.606,5.291,0.564,0.185,-0.178
62.0,-7.992,-3.735,5.041,0.529,0.165,-0.034
66.0,-7.992,-3.735,5.041,0.529,0.165,-0.034
69.0,-7.992,-3.735,5.041,0.529,0.165,-0.034
73.0,-8.12,-3.814,5.205,0.427,0.196,0.046
77.0,-8.12,-3.814,5.205,0.427,0.196,0.046
80.0,-7.589,-4.04,5.741,0.427,0.196,0.039
84.0,-7.589,-4.04,5.741,0.312,0.233,0.039
88.0,-7.589,-4.04,5.741,0.312,0.233,0.039
91.0,-7.242,-4.052,6.341,0.258,0.274,-0.027
95.0,-7.242,-4.052,6.341,0.258,0.274,-0.027
99.0,-7.242,-4.052,6.341,0.258,0.274,-0.027
103.0,-7.391,-4.157,6.649,0.26,0.284,-0.073
106.0,-7.391,-4.157,6.649,0.26,0.284,-0.073
110.0,-8.01,-4.404,6.525,0.26,0.284,-0.025
114.0,-8.01,-4.404,6.525,0.318,0.271,-0.025
118.0,-8.01,-4.404,6.525,0.318,0.271,-0.025
122.0,-9.089,-4.181,6.301,0.392,0.257,0.084
125.0,-9.089,-4.181,6.301,0.392,0.257,0.084
129.0,-9.089,-4.181,6.301,0.392,0.257,0.084
133.0,-9.96,-3.829,6.101,0.39,0.239,0.187
137.0,-9.96,-3.829,6.101,0.39,0.239,0.187
140.0,-10.244,-3.569,5.987,0.306,0.198,0.241
144.0,-10.244,-3.569,5.987,0.306,0.198,0.241
148.0,-10.244,-3.569,5.987,0.306,0.198,0.241
152.0,-10.012,-3.27,5.942,0.174,0.16,0.25
156.0,-10.012,-3.27,5.942,0.174,0.16,0.25
