deltaTime,Acc_X,Acc_Y,Acc_Z,Gyro_X,Gyro_Y,Gyro_Z
0.0,-9.085,-0.588,5.162,0.28,-0.255,0.257
3.0,-8.703,-0.419,4.865,0.268,-0.285,0.227
6.0,-8.703,-0.419,4.865,0.268,-0.285,0.227
9.0,-8.703,-0.419,4.865,0.268,-0.285,0.227
12.0,-8.495,-0.699,4.664,0.294,-0.296,0.236
15.0,-8.495,-0.699,4.664,0.294,-0.296,0.236
18.0,-8.495,-0.699,4.664,0.294,-0.296,0.236
21.0,-8.495,-0.699,4.551,0.294,-0.296,0.236
24.0,-8.369,-1.048,4.551,0.416,-0.282,0.282
27.0,-8.369,-1.048,4.551,0.416,-0.282,0.282
30.0,-8.369,-1.048,4.551,0.416,-0.282,0.282
33.0,-8.362,-1.094,4.502,0.606,-0.26,0.327
36.0,-8.362,-1.094,4.502,0.606,-0.26,0.327
39.0,-8.362,-1.094,4.502,0.606,-0.26,0.327
43.0,-8.301,-1.004,4.433,0.776,-0.248,0.36
47.0,-8.301,-1.004,4.433,0.776,-0.248,0.36
51.0,-8.492,-0.84,4.455,0.776,-0.248,0.36
54.0,-8.492,-0.84,4.455,0.868,-0.184,0.387
58.0,-8.492,-0.84,4.455,0.868,-0.184,0.387
62.0,-8.619,-0.516,4.515,0.89,-0.147,0.404
65.0,-8.619,-0.516,4.515,0.89,-0.147,0.404
69.0,-8.619,-0.516,4.515,0.89,-0.147,0.404
73.0,-8.804,-0.144,4.605,0.817,-0.11,0.419
77.0,-8.804,-0.144,4.605,0.817,-0.11,0.419
80.0,-8.958,0.437,4.649,0.817,-0.066,0.412
84.0,-8.958,0.437,4.649,0.625,-0.066,0.412
88.0,-8.958,0.437,4.649,0.625,-0.066,0.412
91.0,-8.955,0.625,4.685,0.323,-0.063,0.38
95.0,-8.955,0.625,4.685,0.323,-0.063,0.38
99.0,-8.955,0.625,4.685,0.323,-0.063,0.38
102.0,-8.94,0.401,4.572,-0.004,-0.088,0.336
106.0,-8.94,0.401,4.572,-0.004,-0.088,0.336
110.0,-8.809,0.026,4.344,-0.004,-0.088,0.292
114.0,-8.809,0.026,4.344,-0.267,-0.11,0.292
118.0,-8.809,0.026,4.344,-0.267,-0.11,0.292
121.0,-8.78,-0.727,4.287,-0.426,-0.111,0.266
125.0,-8.78,-0.727,4.287,-0.426,-0.111,0.266
129.0,-8.78,-1.152,4.268,-0.426,-0.111,0.266
133.0,-8.618,-1.152,4.268,-0.428,-0.092,0.263
137.0,-8.618,-1.152,4.268,-0.428,-0.092,0.263
141.0,-8.565,-0.91,4.25,-0.357,-0.06,0.241
145.0,-8.565,-0.91,4.25,-0.357,-0.06,0.241
149.0,-8.565,-0.91,4.427,-0.357,-0.06,0.241
153.0,-8.635,-0.581,4.427,-0.322,-0.032,0.194
157.0,-8.635,-0.581,4.427,-0.322,-0.032,0.194
160.0,-8.777,-0.465,4.735,-0.32,-0.024,0.143
164.0,-8.777,-0.465,4.735,-0.32,-0.024,0.143
168.0,-8.777,-0.465,4.735,-0.32,-0.024,0.143
172.0,-8.989,-0.498,5.037,-0.309,-0.035,0.101
176.0,-8.989,-0.498,5.037,-0.309,-0.035,0.101
180.0,-9.128,-0.462,5.249,-0.273,-0.057,0.064
184.0,-9.128,-0.462,5.249,-0.273,-0.057,0.064
188.0,-9.128,-0.462,5.249,-0.273,-0.057,0.064
192.0,-9.185,-0.29,5.346,-0.229,-0.087,0.027
196.0,-9.185,-0.29,5.346,-0.229,-0.087,0.027
200.0,-9.056,-0.109,5.358,-0.201,-0.121,-0.01
204.0,-9.056,-0.109,5.358,-0.201,-0.121,-0.01
208.0,-9.056,-0.109,5.358,-0.201,-0.121,-0.01
212.0,-9.074,0.152,5.46,-0.202,-0.145,-0.034
215.0,-9.074,0.152,5.46,-0.202,-0.145,-0.034
219.0,-9.253,0.371,5.663,-0.262,-0.154,-0.052
223.0,-9.253,0.371,5.663,-0.262,-0.154,-0.052
227.0,-9.253,0.371,5.663,-0.262,-0.154,-0.052
231.0,-9.219,0.496,5.908,-0.383,-0.166,-0.072
235.0,-9.219,0.496,5.908,-0.383,-0.166,-0.072
239.0,-9.23,0.518,6.303,-0.527,-0.193,-0.099
243.0,-9.23,0.518,6.303,-0.527,-0.193,-0.099
247.0,-9.23,0.518,6.303,-0.527,-0.193,-0.099
251.0,-9.385,0.279,6.824,-0.667,-0.227,-0.146
254.0,-9.385,0.279,6.824,-0.667,-0.227,-0.146
258.0,-9.744,-0.095,7.393,-0.742,-0.301,-0.223
262.0,-9.744,-0.095,7.393,-0.742,-0.301,-0.223
266.0,-9.744,-0.095,7.393,-0.742,-0.301,-0.223
270.0,-10.037,-0.113,7.711,-0.741,-0.428,-0.317
274.0,-10.037,-0.113,7.711,-0.741,-0.428,-0.317
279.0,-10.308,-0.061,7.811,-0.703,-0.578,-0.397
283.0,-10.308,-0.061,7.811,-0.703,-0.578,-0.397
287.0,-10.308,-0.061,7.811,-0.703,-0.578,-0.397
291.0,-10.593,-0.245,7.837,-0.631,-0.732,-0.438
295.0,-10.593,-0.245,7.837,-0.631,-0.732,-0.438
299.0,-11.284,-0.464,7.702,-0.48,-0.897,-0.451
303.0,-11.284,-0.464,7.702,-0.48,-0.897,-0.451
307.0,-11.556,-0.141,7.613,-0.48,-0.897,-0.451
311.0,-11.556,-0.141,7.613,-0.287,-1.113,-0.479
315.0,-11.556,-0.141,7.613,-0.287,-1.113,-0.479
319.0,-11.706,0.059,7.713,-0.127,-1.345,-0.511
323.0,-11.706,0.059,7.713,-0.127,-1.345,-0.511
327.0,-11.76,-0.023,7.868,-0.127,-1.562,-0.532
331.0,-11.76,-0.023,7.868,-0.01,-1.562,-0.532
335.0,-11.76,-0.023,7.868,-0.01,-1.562,-0.532
340.0,-11.804,0.008,8.004,0.088,-1.737,-0.542
343.0,-11.804,0.008,8.004,0.088,-1.737,-0.542
347.0,-11.82,0.136,8.296,0.169,-1.881,-0.543
351.0,-11.82,0.136,8.296,0.169,-1.881,-0.543
355.0,-11.82,0.136,8.296,0.169,-1.881,-0.543
359.0,-11.763,0.343,8.642,0.221,-2.01,-0.545
363.0,-11.763,0.343,8.642,0.221,-2.01,-0.545
367.0,-11.653,0.607,9.153,0.238,-2.128,-0.558
371.0,-11.653,0.607,9.153,0.238,-2.128,-0.558
375.0,-11.653,0.607,9.153,0.238,-2.128,-0.558
379.0,-11.666,1.052,9.78,0.22,-2.25,-0.579
383.0,-11.666,1.052,9.78,0.22,-2.25,-0.579
386.0,-11.818,1.402,10.25,0.22,-2.393,-0.58
390.0,-11.818,1.402,10.25,0.176,-2.393,-0.58
394.0,-11.818,1.402,10.25,0.176,-2.393,-0.58
398.0,-11.957,1.567,10.456,0.113,-2.56,-0.531
402.0,-11.957,1.567,10.456,0.113,-2.56,-0.531
406.0,-11.779,1.49,10.369,0.046,-2.735,-0.42
410.0,-11.779,1.49,10.369,0.046,-2.735,-0.42
414.0,-11.779,1.49,10.369,0.046,-2.735,-0.42
418.0,-11.021,1.031,9.857,-0.007,-2.889,-0.28
422.0,-11.021,1.031,9.857,-0.007,-2.889,-0.28
426.0,-9.973,0.283,9.777,-0.037,-2.995,-0.18
430.0,-9.973,0.283,9.777,-0.037,-2.995,-0.18
434.0,-9.973,0.283,9.777,-0.037,-2.995,-0.18
438.0,-9.348,-0.554,10.515,-0.04,-3.085,-0.17
442.0,-9.348,-0.554,10.515,-0.04,-3.085,-0.17
446.0,-9.541,-1.379,11.655,-0.01,-3.214,-0.239
450.0,-9.541,-1.379,11.655,-0.01,-3.214,-0.239
454.0,-9.541,-1.379,11.655,-0.01,-3.214,-0.239
458.0,-10.247,-2.3,12.848,0.049,-3.399,-0.341
463.0,-10.247,-2.3,12.848,0.049,-3.399,-0.341
467.0,-10.768,-3.282,14.027,0.138,-3.637,-0.44
471.0,-10.768,-3.282,14.027,0.138,-3.637,-0.44
475.0,-10.768,-3.883,14.754,0.138,-3.637,-0.44
479.0,-10.84,-3.883,14.754,0.281,-3.908,-0.514
483.0,-10.84,-3.883,14.754,0.281,-3.908,-0.514
