deltaTime,Acc_X,Acc_Y,Acc_Z,Gyro_X,Gyro_Y,Gyro_Z
0.0,-9.029,-8.721,-0.383,0.534,-0.94,0.254
3.0,-9.029,-8.721,-0.383,0.534,-0.94,0.254
6.0,-9.029,-8.721,-0.383,0.534,-0.94,0.254
9.0,-8.88,-8.877,-0.434,0.534,-0.94,0.254
12.0,-8.88,-8.877,-0.434,0.544,-0.973,0.292
15.0,-8.88,-8.877,-0.434,0.544,-0.973,0.292
18.0,-8.88,-8.877,-0.434,0.544,-0.973,0.292
21.0,-8.504,-8.913,-0.44,0.611,-0.973,0.31
24.0,-8.504,-8.913,-0.44,0.611,-0.973,0.31
27.0,-8.504,-8.913,-0.44,0.611,-0.973,0.31
30.0,-8.429,-8.773,-0.384,0.71,-0.923,0.32
33.0,-8.429,-8.773,-0.384,0.71,-0.923,0.32
37.0,-8.429,-8.773,-0.384,0.71,-0.923,0.32
41.0,-8.298,-8.568,-0.319,0.805,-0.876,0.333
44.0,-8.298,-8.568,-0.319,0.805,-0.876,0.333
48.0,-8.107,-8.279,-0.275,0.805,-0.876,0.333
52.0,-8.107,-8.279,-0.275,0.873,-0.823,0.331
56.0,-8.107,-8.279,-0.275,0.873,-0.823,0.331
60.0,-7.936,-7.841,-0.193,0.883,-0.771,0.328
64.0,-7.936,-7.841,-0.193,0.883,-0.771,0.328
67.0,-7.936,-7.841,-0.193,0.883,-0.771,0.328
71.0,-7.948,-7.351,-0.135,0.82,-0.748,0.323
75.0,-7.948,-7.351,-0.135,0.82,-0.748,0.323
79.0,-7.772,-6.769,-0.301,0.675,-0.746,0.336
83.0,-7.772,-6.769,-0.301,0.675,-0.746,0.336
86.0,-7.772,-6.769,-0.301,0.675,-0.746,0.336
90.0,-7.247,-6.518,-0.459,0.45,-0.735,0.334
94.0,-7.247,-6.518,-0.459,0.45,-0.735,0.334
98.0,-6.942,-6.549,-0.306,0.45,-0.735,0.302
102.0,-6.942,-6.549,-0.306,0.207,-0.694,0.302
106.0,-6.942,-6.549,-0.306,0.207,-0.694,0.302
110.0,-7.141,-7.371,-0.325,-0.002,-0.657,0.268
114.0,-7.141,-7.371,-0.325,-0.002,-0.657,0.268
118.0,-6.758,-7.384,0.028,-0.002,-0.657,0.268
121.0,-6.758,-7.384,0.028,-0.052,-0.702,0.222
125.0,-6.758,-7.384,0.028,-0.052,-0.702,0.222
129.0,-6.741,-6.823,0.397,-0.107,-0.546,0.189
133.0,-6.741,-6.823,0.397,-0.107,-0.546,0.189
137.0,-6.613,-6.577,0.568,-0.107,-0.546,0.189
141.0,-6.613,-6.577,0.568,-0.194,-0.446,0.148
145.0,-6.613,-6.577,0.568,-0.194,-0.446,0.148
149.0,-6.407,-6.58,0.693,-0.26,-0.405,0.119
153.0,-6.407,-6.58,0.693,-0.26,-0.405,0.119
157.0,-6.407,-6.58,0.885,-0.26,-0.405,0.119
160.0,-6.084,-6.376,0.885,-0.247,-0.351,0.113
164.0,-6.084,-6.376,0.885,-0.247,-0.351,0.113
168.0,-5.862,-6.074,1.186,-0.2,-0.289,0.124
172.0,-5.862,-6.074,1.186,-0.2,-0.289,0.124
176.0,-5.862,-6.074,1.186,-0.2,-0.289,0.124
180.0,-5.795,-5.829,1.603,-0.153,-0.23,0.154
184.0,-5.795,-5.829,1.603,-0.153,-0.23,0.154
188.0,-5.656,-5.666,1.982,-0.108,-0.178,0.2
192.0,-5.656,-5.666,1.982,-0.108,-0.178,0.2
196.0,-5.656,-5.666,1.982,-0.108,-0.178,0.2
200.0,-5.664,-5.66,2.309,-0.063,-0.141,0.247
203.0,-5.664,-5.66,2.309,-0.063,-0.141,0.247
207.0,-5.761,-5.727,2.464,-0.015,-0.135,0.278
211.0,-5.761,-5.727,2.464,-0.015,-0.135,0.278
215.0,-5.761,-5.727,2.464,-0.015,-0.135,0.278
219.0,-5.798,-5.896,2.397,0.049,-0.153,0.296
223.0,-5.798,-5.896,2.397,0.049,-0.153,0.296
227.0,-5.701,-5.99,2.043,0.153,-0.18,0.317
231.0,-5.701,-5.99,2.043,0.153,-0.18,0.317
234.0,-5.701,-5.99,2.043,0.153,-0.18,0.317
238.0,-5.218,-5.896,1.558,0.268,-0.185,0.34
242.0,-5.218,-5.896,1.558,0.268,-0.185,0.34
246.0,-4.719,-5.806,1.01,0.268,-0.185,0.34
250.0,-4.719,-5.806,1.01,0.36,-0.17,0.333
253.0,-4.719,-5.806,1.01,0.36,-0.17,0.333
257.0,-4.222,-5.539,0.714,0.44,-0.102,0.343
261.0,-4.222,-5.539,0.714,0.44,-0.102,0.343
265.0,-4.222,-5.539,0.714,0.44,-0.102,0.343
269.0,-3.766,-5.163,0.629,0.473,0.0,0.354
