deltaTime,Acc_X,Acc_Y,Acc_Z,Gyro_X,Gyro_Y,Gyro_Z
0.0,-9.313,-6.998,3.507,0.661,-0.433,-0.116
3.0,-9.313,-6.998,3.507,0.661,-0.433,-0.116
6.0,-9.313,-6.998,3.507,0.661,-0.433,-0.116
9.0,-8.768,-6.583,3.358,0.775,-0.347,-0.16
12.0,-8.768,-6.583,3.358,0.775,-0.347,-0.16
15.0,-8.768,-6.583,3.358,0.775,-0.347,-0.16
18.0,-8.593,-6.068,3.394,0.871,-0.25,-0.19
21.0,-8.593,-6.068,3.394,0.871,-0.25,-0.19
24.0,-8.593,-6.068,3.394,0.871,-0.25,-0.19
27.0,-8.355,-5.365,3.433,0.871,-0.25,-0.19
30.0,-8.355,-5.365,3.433,0.923,-0.163,-0.2
33.0,-8.355,-5.365,3.433,0.923,-0.163,-0.2
37.0,-8.03,-4.51,3.569,0.923,-0.092,-0.199
41.0,-8.03,-4.51,3.569,0.892,-0.092,-0.199
45.0,-8.03,-4.51,3.569,0.892,-0.092,-0.199
49.0,-7.921,-3.826,3.854,0.752,-0.027,-0.192
52.0,-7.921,-3.826,3.854,0.752,-0.027,-0.192
56.0,-7.921,-3.826,3.976,0.752,-0.027,-0.192
60.0,-7.704,-3.376,3.976,0.515,0.008,-0.175
64.0,-7.704,-3.376,3.976,0.515,0.008,-0.175
68.0,-7.643,-3.312,4.11,0.222,0.025,-0.147
71.0,-7.643,-3.312,4.11,0.222,0.025,-0.147
75.0,-7.643,-3.312,4.11,0.222,0.025,-0.147
79.0,-7.619,-3.621,4.324,-0.063,0.043,-0.117
83.0,-7.619,-3.621,4.324,-0.063,0.043,-0.117
86.0,-7.396,-4.134,4.493,-0.063,0.043,-0.08
90.0,-7.396,-4.134,4.493,-0.258,0.053,-0.08
94.0,-7.396,-4.134,4.493,-0.258,0.053,-0.08
98.0,-6.955,-4.619,4.638,-0.323,0.056,-0.045
102.0,-6.955,-4.619,4.638,-0.323,0.056,-0.045
106.0,-6.955,-4.619,4.634,-0.323,0.056,-0.045
110.0,-6.533,-5.031,4.634,-0.267,0.069,-0.029
113.0,-6.533,-5.031,4.634,-0.267,0.069,-0.029
117.0,-6.153,-5.241,4.57,-0.113,0.098,-0.039
121.0,-6.153,-5.241,4.57,-0.113,0.098,-0.039
125.0,-6.153,-5.241,4.57,-0.113,0.098,-0.039
129.0,-5.773,-5.254,4.522,0.081,0.127,-0.067
133.0,-5.773,-5.254,4.522,0.081,0.127,-0.067
137.0,-5.527,-5.155,4.6,0.269,0.159,-0.098
141.0,-5.527,-5.155,4.6,0.269,0.159,-0.098
144.0,-5.527,-5.155,4.6,0.269,0.159,-0.098
148.0,-5.479,-4.948,4.697,0.426,0.189,-0.121
152.0,-5.479,-4.948,4.697,0.426,0.189,-0.121
156.0,-5.321,-4.633,4.764,0.426,0.214,-0.125
160.0,-5.321,-4.633,4.764,0.531,0.214,-0.125
163.0,-5.321,-4.633,4.764,0.531,0.214,-0.125
167.0,-5.051,-4.33,4.768,0.578,0.232,-0.114
171.0,-5.051,-4.33,4.768,0.578,0.232,-0.114
175.0,-5.051,-4.114,4.645,0.578,0.232,-0.114
179.0,-4.845,-4.114,4.645,0.579,0.244,-0.104
183.0,-4.845,-4.114,4.645,0.579,0.244,-0.104
186.0,-4.586,-4.046,4.547,0.552,0.265,-0.104
190.0,-4.586,-4.046,4.547,0.552,0.265,-0.104
194.0,-4.586,-4.046,4.547,0.552,0.265,-0.104
198.0,-4.38,-3.924,4.385,0.521,0.291,-0.111
202.0,-4.38,-3.924,4.385,0.521,0.291,-0.111
205.0,-4.247,-3.806,4.253,0.498,0.314,-0.113
209.0,-4.247,-3.806,4.253,0.498,0.314,-0.113
213.0,-4.247,-3.806,4.253,0.498,0.314,-0.113
217.0,-4.116,-3.793,4.043,0.514,0.334,-0.102
221.0,-4.116,-3.793,4.043,0.514,0.334,-0.102
225.0,-3.885,-3.651,3.764,0.514,0.334,-0.102
228.0,-3.885,-3.651,3.764,0.576,0.351,-0.078
232.0,-3.885,-3.651,3.764,0.576,0.351,-0.078
236.0,-3.65,-3.401,3.309,0.658,0.367,-0.055
240.0,-3.65,-3.401,3.309,0.658,0.367,-0.055
244.0,-3.65,-3.401,3.309,0.658,0.367,-0.055
247.0,-3.465,-3.318,2.807,0.733,0.383,-0.04
251.0,-3.465,-3.318,2.807,0.733,0.383,-0.04
255.0,-3.483,-3.114,2.381,0.819,0.39,-0.032
259.0,-3.483,-3.114,2.381,0.819,0.39,-0.032
263.0,-3.483,-3.114,2.381,0.819,0.39,-0.032
267.0,-3.425,-2.654,2.178,0.887,0.385,-0.032
270.0,-3.425,-2.654,2.178,0.887,0.385,-0.032
274.0,-3.135,-2.372,2.09,0.887,0.372,-0.042
278.0,-3.135,-2.372,2.09,0.89,0.372,-0.042
282.0,-3.135,-2.372,2.09,0.89,0.372,-0.042
286.0,-2.588,-2.215,2.0,0.849,0.36,-0.063
289.0,-2.588,-2.215,2.0,0.849,0.36,-0.063
293.0,-2.588,-2.213,1.99,0.849,0.36,-0.063
297.0,-1.89,-2.213,1.99,0.787,0.369,-0.083
301.0,-1.89,-2.213,1.99,0.787,0.369,-0.083
305.0,-1.222,-2.026,2.15,0.711,0.416,-0.096
309.0,-1.222,-2.026,2.15,0.711,0.416,-0.096
312.0,-1.222,-2.026,2.15,0.711,0.416,-0.096
316.0,-0.997,-2.061,2.47,0.589,0.478,-0.111
320.0,-0.997,-2.061,2.47,0.589,0.478,-0.111
324.0,-1.362,-2.301,2.911,0.434,0.542,-0.113
328.0,-1.362,-2.301,2.911,0.434,0.542,-0.113
331.0,-1.362,-2.301,2.911,0.434,0.542,-0.113
335.0,-2.23,-2.743,3.464,0.284,0.593,-0.107
339.0,-2.23,-2.743,3.464,0.284,0.593,-0.107
343.0,-3.378,-3.337,4.053,0.284,0.593,-0.107
347.0,-3.378,-3.337,4.053,0.164,0.627,-0.093
351.0,-3.378,-3.337,4.053,0.164,0.627,-0.093
354.0,-4.621,-3.971,4.494,0.076,0.648,-0.069
358.0,-4.621,-3.971,4.494,0.076,0.648,-0.069
362.0,-4.621,-3.971,4.494,0.076,0.648,-0.069
366.0,-5.718,-4.4,5.026,0.007,0.658,-0.025
370.0,-5.718,-4.4,5.026,0.007,0.658,-0.025
