deltaTime,Acc_X,Acc_Y,Acc_Z,Gyro_X,Gyro_Y,Gyro_Z
0.0,-1.423,8.801,4.566,0.656,-0.512,-0.369
3.0,-1.423,8.801,4.566,0.656,-0.512,-0.369
6.0,-1.423,8.801,4.566,0.656,-0.512,-0.369
9.0,-1.288,8.834,4.6,0.745,-0.461,-0.323
12.0,-1.288,8.834,4.6,0.745,-0.461,-0.323
15.0,-1.288,8.834,4.6,0.745,-0.461,-0.323
18.0,-1.286,8.989,4.594,0.745,-0.461,-0.323
21.0,-1.286,8.989,4.594,0.818,-0.429,-0.291
24.0,-1.286,8.989,4.594,0.818,-0.429,-0.291
27.0,-1.286,8.989,4.594,0.818,-0.429,-0.291
30.0,-1.178,9.12,4.515,0.844,-0.393,-0.268
33.0,-1.178,9.12,4.515,0.844,-0.393,-0.268
36.0,-1.178,9.12,4.515,0.844,-0.393,-0.268
40.0,-1.069,9.123,4.46,0.836,-0.347,-0.249
44.0,-1.069,9.123,4.46,0.836,-0.347,-0.249
48.0,-1.069,9.123,4.46,0.836,-0.347,-0.249
51.0,-0.983,9.066,4.397,0.814,-0.309,-0.236
55.0,-0.983,9.066,4.397,0.814,-0.309,-0.236
59.0,-0.909,8.945,4.329,0.781,-0.277,-0.234
62.0,-0.909,8.945,4.329,0.781,-0.277,-0.234
66.0,-0.909,8.945,4.329,0.781,-0.277,-0.234
70.0,-0.916,8.811,4.269,0.739,-0.249,-0.241
74.0,-0.916,8.811,4.269,0.739,-0.249,-0.241
77.0,-0.916,8.618,4.225,0.739,-0.249,-0.241
81.0,-0.977,8.618,4.225,0.695,-0.227,-0.255
85.0,-0.977,8.618,4.225,0.695,-0.227,-0.255
89.0,-1.131,8.486,4.153,0.667,-0.208,-0.278
92.0,-1.131,8.486,4.153,0.667,-0.208,-0.278
96.0,-1.131,8.486,4.153,0.667,-0.208,-0.278
100.0,-1.219,8.615,4.043,0.647,-0.193,-0.302
104.0,-1.219,8.615,4.043,0.647,-0.193,-0.302
107.0,-1.427,8.39,4.073,0.647,-0.193,-0.324
111.0,-1.427,8.39,4.073,0.624,-0.179,-0.324
115.0,-1.427,8.39,4.073,0.624,-0.179,-0.324
119.0,-1.508,8.098,4.155,0.635,-0.168,-0.345
123.0,-1.508,8.098,4.155,0.635,-0.168,-0.345
127.0,-1.508,8.098,4.158,0.635,-0.168,-0.345
130.0,-1.772,8.766,4.158,0.668,-0.141,-0.374
134.0,-1.772,8.766,4.158,0.668,-0.141,-0.374
138.0,-1.439,10.072,4.168,0.549,-0.126,-0.438
142.0,-1.439,10.072,4.168,0.549,-0.126,-0.438
146.0,-1.439,10.072,4.168,0.549,-0.126,-0.438
150.0,-1.478,9.729,4.552,0.248,-0.091,-0.501
153.0,-1.478,9.729,4.552,0.248,-0.091,-0.501
157.0,-1.694,8.666,4.799,0.036,-0.094,-0.537
161.0,-1.694,8.666,4.799,0.036,-0.094,-0.537
165.0,-1.694,8.666,4.799,0.036,-0.094,-0.537
169.0,-1.948,7.749,4.765,0.018,-0.121,-0.564
173.0,-1.948,7.749,4.765,0.018,-0.121,-0.564
176.0,-1.918,7.28,4.816,0.018,-0.121,-0.564
180.0,-1.918,7.28,4.816,0.153,-0.166,-0.584
184.0,-1.918,7.28,4.816,0.153,-0.166,-0.584
188.0,-2.001,7.319,5.205,0.335,-0.192,-0.605
192.0,-2.001,7.319,5.205,0.335,-0.192,-0.605
196.0,-2.001,7.319,5.205,0.335,-0.192,-0.605
199.0,-2.036,7.647,5.388,0.46,-0.23,-0.647
203.0,-2.036,7.647,5.388,0.46,-0.23,-0.647
207.0,-2.125,7.938,5.499,0.49,-0.281,-0.711
211.0,-2.125,7.938,5.499,0.49,-0.281,-0.711
215.0,-2.125,7.938,5.499,0.49,-0.281,-0.711
218.0,-2.125,8.111,5.572,0.461,-0.345,-0.78
222.0,-2.125,8.111,5.572,0.461,-0.345,-0.78
226.0,-2.126,8.547,5.583,0.461,-0.412,-0.844
230.0,-2.126,8.547,5.583,0.395,-0.412,-0.844
234.0,-2.126,8.547,5.583,0.395,-0.412,-0.844
238.0,-2.221,8.53,5.566,0.283,-0.483,-0.904
241.0,-2.221,8.53,5.566,0.283,-0.483,-0.904
245.0,-2.221,8.288,5.461,0.283,-0.483,-0.904
249.0,-2.332,8.288,5.461,0.18,-0.552,-0.965
253.0,-2.332,8.288,5.461,0.18,-0.552,-0.965
257.0,-2.341,8.205,5.331,0.118,-0.617,-1.019
260.0,-2.341,8.205,5.331,0.118,-0.617,-1.019
264.0,-2.341,8.205,5.331,0.118,-0.617,-1.019
268.0,-2.254,8.395,4.954,0.08,-0.672,-1.06
272.0,-2.254,8.395,4.954,0.08,-0.672,-1.06
276.0,-2.073,8.419,4.336,0.048,-0.704,-1.085
280.0,-2.073,8.419,4.336,0.048,-0.704,-1.085
283.0,-2.073,8.419,4.336,0.048,-0.704,-1.085
287.0,-1.889,8.167,3.671,0.05,-0.694,-1.11
291.0,-1.889,8.167,3.671,0.05,-0.694,-1.11
295.0,-1.834,8.218,3.08,0.05,-0.694,-1.11
299.0,-1.834,8.218,3.08,0.127,-0.654,-1.136
302.0,-1.834,8.218,3.08,0.127,-0.654,-1.136
306.0,-1.981,8.562,2.573,0.23,-0.583,-1.152
310.0,-1.981,8.562,2.573,0.23,-0.583,-1.152
314.0,-1.981,8.562,2.573,0.23,-0.583,-1.152
318.0,-2.359,8.891,2.337,0.322,-0.479,-1.157
322.0,-2.359,8.891,2.337,0.322,-0.479,-1.157
325.0,-2.764,9.294,2.258,0.42,-0.366,-1.125
329.0,-2.764,9.294,2.258,0.42,-0.366,-1.125
333.0,-2.764,9.294,2.258,0.42,-0.366,-1.125
337.0,-3.068,9.385,2.221,0.538,-0.255,-1.031
341.0,-3.068,9.385,2.221,0.538,-0.255,-1.031
344.0,-3.383,9.284,2.158,0.538,-0.151,-0.894
348.0,-3.383,9.284,2.158,0.689,-0.151,-0.894
352.0,-3.383,9.284,2.158,0.689,-0.151,-0.894
356.0,-3.758,9.336,2.075,0.877,-0.057,-0.736
360.0,-3.758,9.336,2.075,0.877,-0.057,-0.736
364.0,-3.758,9.336,2.024,0.877,-0.057,-0.736
367.0,-4.187,9.772,2.024,1.063,0.027,-0.547
371.0,-4.187,9.772,2.024,1.063,0.027,-0.547
375.0,-4.522,10.391,1.98,1.185,0.104,-0.33
379.0,-4.522,10.391,1.98,1.185,0.104,-0.33
382.0,-4.522,10.391,1.98,1.185,0.104,-0.33
386.0,-4.806,10.87,1.82,1.203,0.171,-0.089
390.0,-4.806,10.87,1.82,1.203,0.171,-0.089
394.0,-5.009,11.02,1.607,1.203,0.236,0.154
398.0,-5.009,11.02,1.607,1.115,0.236,0.154
401.0,-5.009,11.02,1.607,1.115,0.236,0.154
405.0,-5.179,11.242,1.418,0.949,0.311,0.37
409.0,-5.179,11.242,1.418,0.949,0.311,0.37
413.0,-5.179,11.242,1.418,0.949,0.311,0.37
416.0,-5.38,11.749,1.128,0.717,0.388,0.57
420.0,-5.38,11.749,1.128,0.717,0.388,0.57
424.0,-5.568,12.266,0.775,0.411,0.469,0.783
