deltaTime,Acc_X,Acc_Y,Acc_Z,Gyro_X,Gyro_Y,Gyro_Z
0.0,-7.702,-4.441,4.856,0.225,-0.115,0.011
3.0,-7.702,-4.441,4.856,0.225,-0.115,0.011
6.0,-7.702,-4.441,4.856,0.225,-0.115,0.011
9.0,-7.676,-4.556,5.041,0.216,-0.122,0.016
12.0,-7.676,-4.556,5.041,0.216,-0.122,0.016
15.0,-7.676,-4.556,5.041,0.216,-0.122,0.016
18.0,-7.626,-4.685,5.257,0.226,-0.125,0.017
21.0,-7.626,-4.685,5.257,0.226,-0.125,0.017
24.0,-7.626,-4.685,5.257,0.226,-0.125,0.017
27.0,-7.626,-4.775,5.439,0.226,-0.125,0.017
30.0,-7.524,-4.775,5.439,0.257,-0.129,0.015
33.0,-7.524,-4.775,5.439,0.257,-0.129,0.015
36.0,-7.524,-4.775,5.439,0.257,-0.129,0.015
40.0,-7.488,-4.828,5.469,0.3,-0.127,0.01
44.0,-7.488,-4.828,5.469,0.3,-0.127,0.01
47.0,-7.513,-4.775,5.397,0.3,-0.125,0.005
51.0,-7.513,-4.775,5.397,0.346,-0.125,0.005
55.0,-7.513,-4.775,5.397,0.346,-0.125,0.005
58.0,-7.611,-4.641,5.28,0.38,-0.129,0.001
62.0,-7.611,-4.641,5.28,0.38,-0.129,0.001
66.0,-7.611,-4.641,5.28,0.38,-0.129,0.001
70.0,-7.695,-4.651,5.303,0.399,-0.143,0.002
73.0,-7.695,-4.651,5.303,0.399,-0.143,0.002
77.0,-7.809,-4.741,5.49,0.425,-0.165,0.006
81.0,-7.809,-4.741,5.49,0.425,-0.165,0.006
85.0,-7.809,-4.741,5.49,0.425,-0.165,0.006
88.0,-7.81,-4.788,5.731,0.469,-0.187,0.006
92.0,-7.81,-4.788,5.731,0.469,-0.187,0.006
96.0,-7.81,-4.788,6.022,0.469,-0.187,0.006
100.0,-7.729,-4.959,6.022,0.532,-0.217,0.002
103.0,-7.729,-4.959,6.022,0.532,-0.217,0.002
107.0,-7.671,-5.265,6.495,0.643,-0.259,-0.017
111.0,-7.671,-5.265,6.495,0.643,-0.259,-0.017
115.0,-7.671,-5.265,6.495,0.643,-0.259,-0.017
119.0,-7.767,-5.168,7.071,0.807,-0.306,-0.065
123.0,-7.767,-5.168,7.071,0.807,-0.306,-0.065
127.0,-8.305,-4.962,7.757,0.947,-0.368,-0.116
131.0,-8.305,-4.962,7.757,0.947,-0.368,-0.116
135.0,-8.305,-4.962,7.757,0.947,-0.368,-0.116
138.0,-8.888,-4.907,8.726,1.053,-0.483,-0.152
142.0,-8.888,-4.907,8.726,1.053,-0.483,-0.152
