deltaTime,Acc_X,Acc_Y,Acc_Z,Gyro_X,Gyro_Y,Gyro_Z
0.0,-7.658,-2.675,5.92,-0.054,-0.044,-0.228
3.0,-7.658,-2.675,5.92,-0.054,-0.044,-0.228
6.0,-7.658,-2.675,5.92,-0.054,-0.044,-0.228
9.0,-7.533,-2.795,6.076,-0.009,-0.033,-0.202
12.0,-7.533,-2.795,6.076,-0.009,-0.033,-0.202
15.0,-7.533,-2.795,6.076,-0.009,-0.033,-0.202
18.0,-7.425,-3.044,6.357,0.023,-0.004,-0.187
21.0,-7.425,-3.044,6.357,0.023,-0.004,-0.187
24.0,-7.425,-3.044,6.357,0.023,-0.004,-0.187
27.0,-7.425,-3.044,6.778,0.023,-0.004,-0.187
30.0,-7.262,-3.205,6.778,0.047,0.004,-0.194
34.0,-7.262,-3.205,6.778,0.047,0.004,-0.194
38.0,-7.266,-3.351,7.068,0.047,0.004,-0.233
41.0,-7.266,-3.351,7.068,0.046,-0.003,-0.233
45.0,-7.266,-3.351,7.068,0.046,-0.003,-0.233
49.0,-7.311,-3.438,7.298,0.027,-0.035,-0.294
53.0,-7.311,-3.438,7.298,0.027,-0.035,-0.294
57.0,-7.311,-3.438,7.298,0.027,-0.035,-0.294
60.0,-7.421,-3.518,7.501,0.01,-0.068,-0.359
64.0,-7.421,-3.518,7.501,0.01,-0.068,-0.359
68.0,-7.613,-3.635,7.713,0.017,-0.1,-0.42
72.0,-7.613,-3.635,7.713,0.017,-0.1,-0.42
76.0,-7.613,-3.635,7.713,0.017,-0.1,-0.42
79.0,-7.881,-3.79,8.074,0.05,-0.141,-0.477
83.0,-7.881,-3.79,8.074,0.05,-0.141,-0.477
87.0,-8.096,-4.164,8.498,0.05,-0.206,-0.552
91.0,-8.096,-4.164,8.498,0.088,-0.206,-0.552
95.0,-8.096,-4.164,8.498,0.088,-0.206,-0.552
99.0,-8.245,-4.766,8.95,0.145,-0.294,-0.656
102.0,-8.245,-4.766,8.95,0.145,-0.294,-0.656
106.0,-8.245,-5.18,9.51,0.145,-0.294,-0.656
110.0,-8.619,-5.18,9.51,0.232,-0.389,-0.782
114.0,-8.619,-5.18,9.51,0.232,-0.389,-0.782
118.0,-8.76,-5.632,10.209,0.318,-0.49,-0.926
122.0,-8.76,-5.632,10.209,0.318,-0.49,-0.926
126.0,-8.76,-6.458,10.909,0.318,-0.49,-0.926
130.0,-9.078,-6.458,10.909,0.411,-0.622,-1.109
134.0,-9.078,-6.458,10.909,0.411,-0.622,-1.109
138.0,-9.587,-6.063,11.16,0.544,-0.82,-1.315
142.0,-9.587,-6.063,11.16,0.544,-0.82,-1.315
146.0,-9.974,-5.157,11.163,0.544,-0.82,-1.315
150.0,-9.974,-5.157,11.163,0.533,-1.087,-1.57
154.0,-9.974,-5.157,11.163,0.533,-1.087,-1.57
158.0,-10.325,-5.1,11.169,0.36,-1.373,-1.825
162.0,-10.325,-5.1,11.169,0.36,-1.373,-1.825
166.0,-10.297,-5.305,11.131,0.36,-1.651,-2.081
170.0,-10.297,-5.305,11.131,0.148,-1.651,-2.081
174.0,-10.297,-5.305,11.131,0.148,-1.651,-2.081
178.0,-10.282,-5.866,11.279,-0.068,-1.92,-2.381
182.0,-10.282,-5.866,11.279,-0.068,-1.92,-2.381
187.0,-10.662,-6.719,11.628,-0.285,-2.193,-2.765
191.0,-10.662,-6.719,11.628,-0.285,-2.193,-2.765
195.0,-10.662,-6.719,12.071,-0.285,-2.193,-2.765
199.0,-11.285,-7.748,12.071,-0.517,-2.471,-3.209
203.0,-11.285,-7.748,12.071,-0.517,-2.471,-3.209
207.0,-11.85,-8.817,12.462,-0.75,-2.737,-3.673
212.0,-11.85,-8.817,12.462,-0.75,-2.737,-3.673
216.0,-12.181,-10.141,12.839,-0.962,-2.988,-4.126
220.0,-12.181,-10.141,12.839,-0.962,-2.988,-4.126
224.0,-12.181,-10.141,12.839,-0.962,-2.988,-4.126
