deltaTime,Acc_X,Acc_Y,Acc_Z,Gyro_X,Gyro_Y,Gyro_Z
0.0,-11.302,-4.933,3.528,-0.15,-0.103,-0.689
3.0,-11.302,-4.933,3.528,-0.15,-0.103,-0.689
6.0,-11.302,-4.67,2.81,-0.15,-0.103,-0.689
9.0,-9.957,-4.67,2.81,-0.177,-0.201,-0.747
12.0,-9.957,-4.67,2.81,-0.177,-0.201,-0.747
15.0,-9.957,-4.67,2.81,-0.177,-0.201,-0.747
18.0,-9.2,-4.729,1.969,-0.177,-0.258,-0.802
21.0,-9.2,-4.729,1.969,-0.177,-0.258,-0.802
24.0,-9.2,-4.729,1.969,-0.177,-0.258,-0.802
27.0,-8.832,-4.875,1.251,-0.124,-0.258,-0.814
30.0,-8.832,-4.875,1.251,-0.124,-0.258,-0.814
34.0,-8.832,-4.875,1.251,-0.124,-0.258,-0.814
38.0,-9.076,-5.067,0.614,-0.014,-0.209,-0.748
42.0,-9.076,-5.067,0.614,-0.014,-0.209,-0.748
46.0,-9.777,-4.926,0.121,-0.014,-0.123,-0.617
50.0,-9.777,-4.926,0.121,0.12,-0.123,-0.617
54.0,-9.777,-4.926,0.121,0.12,-0.123,-0.617
57.0,-10.725,-4.588,0.013,0.192,-0.062,-0.503
61.0,-10.725,-4.588,0.013,0.192,-0.062,-0.503
65.0,-11.596,-4.366,0.165,0.192,-0.062,-0.503
69.0,-11.596,-4.366,0.165,0.162,-0.064,-0.421
73.0,-11.596,-4.366,0.165,0.162,-0.064,-0.421
77.0,-11.909,-4.318,0.416,0.056,-0.105,-0.359
81.0,-11.909,-4.318,0.416,0.056,-0.105,-0.359
85.0,-11.909,-4.644,0.667,0.056,-0.105,-0.359
89.0,-11.389,-4.644,0.667,-0.072,-0.172,-0.316
93.0,-11.389,-4.644,0.667,-0.072,-0.172,-0.316
97.0,-10.358,-4.962,0.765,-0.125,-0.25,-0.288
101.0,-10.358,-4.962,0.765,-0.125,-0.25,-0.288
105.0,-9.511,-4.513,0.647,-0.125,-0.25,-0.288
109.0,-9.511,-4.513,0.647,-0.097,-0.294,-0.306
113.0,-9.511,-4.513,0.647,-0.097,-0.294,-0.306
117.0,-8.923,-3.932,0.665,-0.087,-0.289,-0.36
121.0,-8.923,-3.932,0.665,-0.087,-0.289,-0.36
125.0,-8.618,-3.389,0.925,-0.087,-0.289,-0.398
129.0,-8.618,-3.389,0.925,-0.114,-0.234,-0.398
133.0,-8.618,-3.389,0.925,-0.114,-0.234,-0.398
137.0,-8.284,-2.98,1.341,-0.162,-0.178,-0.398
141.0,-8.284,-2.98,1.341,-0.162,-0.178,-0.398
145.0,-8.043,-3.004,1.644,-0.201,-0.134,-0.362
149.0,-8.043,-3.004,1.644,-0.201,-0.134,-0.362
153.0,-8.043,-3.004,1.644,-0.201,-0.134,-0.362
157.0,-7.97,-3.249,1.982,-0.199,-0.092,-0.308
161.0,-7.97,-3.249,1.982,-0.199,-0.092,-0.308
165.0,-7.886,-3.382,2.323,-0.157,-0.066,-0.256
169.0,-7.886,-3.382,2.323,-0.157,-0.066,-0.256
173.0,-7.886,-3.382,2.323,-0.157,-0.066,-0.256
177.0,-7.914,-3.466,2.511,-0.105,-0.063,-0.221
181.0,-7.914,-3.466,2.511,-0.105,-0.063,-0.221
185.0,-8.066,-3.668,2.76,-0.054,-0.06,-0.199
189.0,-8.066,-3.668,2.76,-0.054,-0.06,-0.199
193.0,-8.066,-3.668,2.76,-0.054,-0.06,-0.199
197.0,-8.039,-3.721,3.011,0.003,-0.057,-0.197
200.0,-8.039,-3.721,3.011,0.003,-0.057,-0.197
204.0,-7.842,-3.703,3.272,0.058,-0.064,-0.219
208.0,-7.842,-3.703,3.272,0.058,-0.064,-0.219
212.0,-7.842,-3.703,3.272,0.058,-0.064,-0.219
216.0,-7.747,-3.641,3.553,0.115,-0.068,-0.251
220.0,-7.747,-3.641,3.553,0.115,-0.068,-0.251
224.0,-7.735,-3.276,3.754,0.165,-0.064,-0.284
228.0,-7.735,-3.276,3.754,0.165,-0.064,-0.284
232.0,-7.735,-3.276,3.754,0.165,-0.064,-0.284
236.0,-7.92,-3.096,4.031,0.167,-0.051,-0.303
240.0,-7.92,-3.096,4.031,0.167,-0.051,-0.303
243.0,-7.257,-2.92,4.13,0.147,-0.03,-0.273
247.0,-7.257,-2.92,4.13,0.147,-0.03,-0.273
251.0,-7.257,-2.92,4.13,0.147,-0.03,-0.273
255.0,-6.772,-2.748,4.043,0.104,-0.011,-0.242
259.0,-6.772,-2.748,4.043,0.104,-0.011,-0.242
263.0,-6.533,-2.705,3.955,0.104,-0.014,-0.198
267.0,-6.533,-2.705,3.955,0.028,-0.014,-0.198
271.0,-6.533,-2.705,3.955,0.028,-0.014,-0.198
275.0,-6.686,-2.809,3.711,-0.072,-0.034,-0.143
279.0,-6.686,-2.809,3.711,-0.072,-0.034,-0.143
283.0,-7.122,-3.108,3.492,-0.072,-0.066,-0.085
287.0,-7.122,-3.108,3.492,-0.173,-0.066,-0.085
291.0,-7.122,-3.108,3.492,-0.173,-0.066,-0.085
295.0,-7.654,-3.534,3.194,-0.265,-0.102,-0.03
299.0,-7.654,-3.534,3.194,-0.265,-0.102,-0.03
303.0,-8.137,-3.913,2.788,-0.32,-0.152,0.023
307.0,-8.137,-3.913,2.788,-0.32,-0.152,0.023
310.0,-8.137,-3.913,2.788,-0.32,-0.152,0.023
314.0,-8.438,-4.243,2.466,-0.333,-0.217,0.072
318.0,-8.438,-4.243,2.466,-0.333,-0.217,0.072
322.0,-8.597,-4.423,2.179,-0.333,-0.298,0.099
326.0,-8.597,-4.423,2.179,-0.303,-0.298,0.099
330.0,-8.597,-4.423,2.179,-0.303,-0.298,0.099
334.0,-8.238,-4.512,1.896,-0.241,-0.391,0.104
338.0,-8.238,-4.512,1.896,-0.241,-0.391,0.104
342.0,-7.65,-4.382,1.681,-0.241,-0.391,0.088
346.0,-7.65,-4.382,1.681,-0.156,-0.473,0.088
350.0,-7.65,-4.382,1.681,-0.156,-0.473,0.088
353.0,-6.985,-4.284,1.411,-0.062,-0.528,0.054
357.0,-6.985,-4.284,1.411,-0.062,-0.528,0.054
361.0,-6.501,-4.248,1.293,-0.062,-0.528,0.054
365.0,-6.501,-4.248,1.293,0.038,-0.548,0.02
369.0,-6.501,-4.248,1.293,0.038,-0.548,0.02
373.0,-6.278,-4.187,1.312,0.13,-0.554,-0.013
377.0,-6.278,-4.187,1.312,0.13,-0.554,-0.013
381.0,-6.278,-4.187,1.251,0.13,-0.554,-0.013
385.0,-6.16,-4.081,1.251,0.195,-0.56,-0.043
388.0,-6.16,-4.081,1.251,0.195,-0.56,-0.043
392.0,-6.169,-4.107,1.241,0.238,-0.563,-0.058
396.0,-6.169,-4.107,1.241,0.238,-0.563,-0.058
400.0,-6.169,-4.107,1.241,0.238,-0.563,-0.058
404.0,-6.349,-3.898,1.358,0.262,-0.57,-0.063
408.0,-6.349,-3.898,1.358,0.262,-0.57,-0.063
412.0,-6.511,-3.912,1.361,0.235,-0.578,-0.063
416.0,-6.511,-3.912,1.361,0.235,-0.578,-0.063
420.0,-6.511,-3.912,1.361,0.235,-0.578,-0.063
424.0,-6.522,-4.231,1.439,0.156,-0.583,-0.059
427.0,-6.522,-4.231,1.439,0.156,-0.583,-0.059
431.0,-6.508,-4.688,1.665,0.05,-0.575,-0.057
435.0,-6.508,-4.688,1.665,0.05,-0.575,-0.057
439.0,-6.508,-4.688,1.665,0.05,-0.575,-0.057
443.0,-6.506,-5.263,1.954,-0.054,-0.565,-0.053
447.0,-6.506,-5.263,1.954,-0.054,-0.565,-0.053
451.0,-6.708,-6.004,2.448,-0.14,-0.567,-0.048
455.0,-6.708,-6.004,2.448,-0.14,-0.567,-0.048
459.0,-6.708,-6.004,2.448,-0.14,-0.567,-0.048
463.0,-7.113,-6.731,2.854,-0.201,-0.605,-0.057
467.0,-7.113,-6.731,2.854,-0.201,-0.605,-0.057
471.0,-7.498,-7.371,2.84,-0.236,-0.684,-0.096
475.0,-7.498,-7.371,2.84,-0.236,-0.684,-0.096
479.0,-7.498,-7.371,2.84,-0.236,-0.684,-0.096
483.0,-7.759,-7.938,2.692,-0.246,-0.779,-0.182
487.0,-7.759,-7.938,2.692,-0.246,-0.779,-0.182
491.0,-7.824,-8.431,2.472,-0.233,-0.861,-0.321
495.0,-7.824,-8.431,2.472,-0.233,-0.861,-0.321
499.0,-7.824,-8.431,2.472,-0.233,-0.861,-0.321
503.0,-7.789,-8.742,2.207,-0.196,-0.907,-0.51
507.0,-7.789,-8.742,2.207,-0.196,-0.907,-0.51
511.0,-7.758,-8.999,2.113,-0.137,-0.93,-0.745
515.0,-7.758,-8.999,2.113,-0.137,-0.93,-0.745
519.0,-7.758,-9.231,2.059,-0.137,-0.93,-0.745
523.0,-7.88,-9.231,2.059,-0.06,-0.948,-1.009
527.0,-7.88,-9.231,2.059,-0.06,-0.948,-1.009
531.0,-8.25,-9.485,2.025,0.028,-0.959,-1.273
535.0,-8.25,-9.485,2.025,0.028,-0.959,-1.273
539.0,-8.25,-9.773,2.053,0.028,-0.959,-1.273
543.0,-8.794,-9.773,2.053,0.112,-0.956,-1.508
