deltaTime,Acc_X,Acc_Y,Acc_Z,Gyro_X,Gyro_Y,Gyro_Z
0.0,-10.382,-2.094,3.795,-0.32,0.051,0.232
3.0,-10.382,-2.094,3.795,-0.32,0.051,0.232
6.0,-10.382,-2.094,3.795,-0.32,0.051,0.232
9.0,-10.268,-2.046,3.67,-0.294,-0.009,0.224
12.0,-10.268,-2.046,3.67,-0.294,-0.009,0.224
15.0,-10.268,-2.046,3.67,-0.294,-0.009,0.224
18.0,-10.239,-2.263,2.719,-0.287,-0.105,0.203
21.0,-10.239,-2.263,2.719,-0.287,-0.105,0.203
24.0,-10.239,-2.263,2.719,-0.287,-0.105,0.203
27.0,-9.36,-2.226,3.135,-0.287,-0.105,0.192
30.0,-9.36,-2.226,3.135,-0.288,-0.174,0.192
33.0,-9.36,-2.226,3.135,-0.288,-0.174,0.192
37.0,-9.347,-2.013,2.792,-0.254,-0.127,0.164
41.0,-9.347,-2.013,2.792,-0.254,-0.127,0.164
45.0,-9.347,-2.013,2.792,-0.254,-0.127,0.164
49.0,-9.055,-1.803,2.615,-0.264,-0.143,0.12
53.0,-9.055,-1.803,2.615,-0.264,-0.143,0.12
56.0,-8.938,-1.587,2.496,-0.264,-0.143,0.075
60.0,-8.938,-1.587,2.496,-0.291,-0.158,0.075
64.0,-8.938,-1.587,2.496,-0.291,-0.158,0.075
68.0,-8.812,-1.402,2.444,-0.336,-0.166,0.041
72.0,-8.812,-1.402,2.444,-0.336,-0.166,0.041
75.0,-8.812,-1.402,2.326,-0.336,-0.166,0.041
79.0,-8.685,-1.389,2.326,-0.382,-0.155,0.013
83.0,-8.685,-1.389,2.326,-0.382,-0.155,0.013
87.0,-8.48,-1.405,2.346,-0.415,-0.132,-0.004
91.0,-8.48,-1.405,2.346,-0.415,-0.132,-0.004
95.0,-8.48,-1.405,2.346,-0.415,-0.132,-0.004
99.0,-8.219,-1.507,2.39,-0.425,-0.094,-0.017
103.0,-8.219,-1.507,2.39,-0.425,-0.094,-0.017
107.0,-8.002,-1.642,2.469,-0.409,-0.041,-0.028
111.0,-8.002,-1.642,2.469,-0.409,-0.041,-0.028
115.0,-8.002,-1.642,2.469,-0.409,-0.041,-0.028
