deltaTime,Acc_X,Acc_Y,Acc_Z,Gyro_X,Gyro_Y,Gyro_Z
0.0,-9.594,-1.404,4.64,-0.266,-0.422,-0.495
3.0,-10.239,-1.639,5.108,-0.253,-0.405,-0.473
6.0,-10.239,-1.639,5.108,-0.253,-0.405,-0.473
9.0,-10.239,-1.639,5.108,-0.253,-0.405,-0.473
12.0,-10.795,-2.028,5.566,-0.181,-0.415,-0.408
15.0,-10.795,-2.028,5.566,-0.181,-0.415,-0.408
18.0,-10.795,-2.028,5.566,-0.181,-0.415,-0.408
21.0,-10.925,-2.142,5.651,-0.063,-0.457,-0.337
24.0,-10.925,-2.142,5.651,-0.063,-0.457,-0.337
27.0,-10.925,-2.142,5.651,-0.063,-0.457,-0.337
31.0,-10.473,-2.094,5.429,0.037,-0.504,-0.294
35.0,-10.473,-2.094,5.429,0.037,-0.504,-0.294
39.0,-10.473,-2.094,5.429,0.037,-0.504,-0.294
43.0,-10.109,-2.116,5.112,0.1,-0.523,-0.297
47.0,-10.109,-2.116,5.112,0.1,-0.523,-0.297
51.0,-9.955,-2.151,4.877,0.141,-0.501,-0.318
55.0,-9.955,-2.151,4.877,0.141,-0.501,-0.318
58.0,-9.955,-2.151,4.877,0.141,-0.501,-0.318
62.0,-9.634,-2.133,4.712,0.182,-0.466,-0.336
66.0,-9.634,-2.133,4.712,0.182,-0.466,-0.336
70.0,-9.379,-2.029,4.638,0.182,-0.466,-0.336
74.0,-9.379,-2.029,4.638,0.222,-0.412,-0.357
77.0,-9.379,-2.029,4.638,0.222,-0.412,-0.357
81.0,-9.44,-2.184,4.825,0.25,-0.351,-0.375
85.0,-9.44,-2.184,4.825,0.25,-0.351,-0.375
89.0,-9.44,-2.184,4.825,0.25,-0.351,-0.375
93.0,-9.666,-2.277,5.086,0.291,-0.304,-0.387
97.0,-9.666,-2.277,5.086,0.291,-0.304,-0.387
100.0,-10.058,-2.351,5.269,0.334,-0.285,-0.407
104.0,-10.058,-2.351,5.269,0.334,-0.285,-0.407
108.0,-10.058,-2.351,5.269,0.334,-0.285,-0.407
112.0,-10.64,-2.655,5.41,0.367,-0.284,-0.408
116.0,-10.64,-2.655,5.41,0.367,-0.284,-0.408
120.0,-11.157,-3.028,5.52,0.408,-0.304,-0.382
124.0,-11.157,-3.028,5.52,0.408,-0.304,-0.382
128.0,-11.157,-3.028,5.52,0.408,-0.304,-0.382
132.0,-11.444,-3.412,5.396,0.451,-0.333,-0.334
136.0,-11.444,-3.412,5.396,0.451,-0.333,-0.334
140.0,-11.478,-3.742,5.039,0.492,-0.359,-0.28
144.0,-11.478,-3.742,5.039,0.492,-0.359,-0.28
148.0,-11.478,-3.742,4.695,0.492,-0.359,-0.28
152.0,-11.59,-3.949,4.695,0.523,-0.364,-0.23
156.0,-11.59,-3.949,4.695,0.523,-0.364,-0.23
160.0,-11.622,-4.126,4.269,0.546,-0.355,-0.16
164.0,-11.622,-4.126,4.269,0.546,-0.355,-0.16
