deltaTime,Acc_X,Acc_Y,Acc_Z,Gyro_X,Gyro_Y,Gyro_Z
0.0,-8.407,-6.002,3.051,-0.07,-0.112,0.11
2.0,-5.489,-5.113,1.937,0.016,-0.427,0.103
5.0,-5.489,-5.113,1.937,0.016,-0.427,0.103
8.0,-5.489,-5.113,1.937,0.016,-0.427,0.103
11.0,-7.323,-5.264,4.356,0.016,-0.427,0.103
14.0,-7.323,-5.264,4.356,0.045,-0.198,0.13
17.0,-7.323,-5.264,4.356,0.045,-0.198,0.13
20.0,-7.323,-5.264,4.356,0.045,-0.198,0.13
23.0,-7.315,-5.517,3.909,0.072,-0.01,0.092
26.0,-7.315,-5.517,3.909,0.072,-0.01,0.092
29.0,-7.315,-5.517,3.909,0.072,-0.01,0.092
32.0,-7.429,-5.451,3.742,0.08,-0.01,0.067
36.0,-7.429,-5.451,3.742,0.08,-0.01,0.067
39.0,-7.429,-5.451,3.742,0.08,-0.01,0.067
43.0,-7.568,-5.43,3.536,0.075,-0.022,0.061
47.0,-7.568,-5.43,3.536,0.075,-0.022,0.061
50.0,-7.568,-5.43,3.483,0.075,-0.022,0.061
54.0,-7.625,-5.279,3.483,0.056,-0.034,0.057
58.0,-7.625,-5.279,3.483,0.056,-0.034,0.057
62.0,-7.614,-5.35,3.269,0.025,-0.059,0.053
65.0,-7.614,-5.35,3.269,0.025,-0.059,0.053
69.0,-7.614,-5.35,3.269,0.025,-0.059,0.053
73.0,-7.58,-5.416,3.404,0.019,-0.087,0.059
77.0,-7.58,-5.416,3.404,0.019,-0.087,0.059
80.0,-7.58,-5.311,3.505,0.019,-0.087,0.059
84.0,-7.505,-5.311,3.505,0.022,-0.092,0.062
88.0,-7.505,-5.311,3.505,0.022,-0.092,0.062
92.0,-7.371,-5.047,2.813,0.009,-0.088,0.062
95.0,-7.371,-5.047,2.813,0.009,-0.088,0.062
99.0,-7.371,-5.047,2.813,0.009,-0.088,0.062
103.0,-7.327,-4.988,4.06,-0.019,-0.115,0.058
107.0,-7.327,-4.988,4.06,-0.019,-0.115,0.058
111.0,-7.734,-4.813,4.561,-0.019,-0.049,0.046
114.0,-7.734,-4.813,4.561,-0.11,-0.049,0.046
118.0,-7.734,-4.813,4.561,-0.11,-0.049,0.046
122.0,-7.8,-4.836,4.356,-0.171,-0.039,0.037
126.0,-7.8,-4.836,4.356,-0.171,-0.039,0.037
130.0,-7.751,-4.713,4.327,-0.171,-0.039,0.044
134.0,-7.751,-4.713,4.327,-0.212,-0.058,0.044
138.0,-7.751,-4.713,4.327,-0.212,-0.058,0.044
142.0,-7.704,-4.664,4.071,-0.253,-0.069,0.057
146.0,-7.704,-4.664,4.071,-0.253,-0.069,0.057
