deltaTime,Acc_X,Acc_Y,Acc_Z,Gyro_X,Gyro_Y,Gyro_Z
0.0,-9.675,0.026,2.479,-0.773,0.311,0.518
3.0,-9.675,0.026,2.479,-0.773,0.311,0.518
6.0,-9.675,0.026,2.479,-0.773,0.311,0.518
9.0,-9.802,-0.254,2.265,-0.805,0.321,0.472
12.0,-9.802,-0.254,2.265,-0.805,0.321,0.472
14.0,-9.802,-0.254,2.265,-0.805,0.321,0.472
17.0,-9.73,-0.102,2.117,-0.805,0.326,0.413
20.0,-9.73,-0.102,2.117,-0.813,0.326,0.413
23.0,-9.73,-0.102,2.117,-0.813,0.326,0.413
26.0,-9.73,-0.102,2.117,-0.813,0.326,0.413
29.0,-9.764,-0.117,1.85,-0.843,0.319,0.363
32.0,-9.764,-0.117,1.85,-0.843,0.319,0.363
35.0,-9.764,-0.117,1.85,-0.843,0.319,0.363
39.0,-10.03,-0.221,1.636,-0.864,0.325,0.338
43.0,-10.03,-0.221,1.636,-0.864,0.325,0.338
47.0,-10.336,-0.222,1.758,-0.864,0.325,0.338
50.0,-10.336,-0.222,1.758,-0.867,0.362,0.358
54.0,-10.336,-0.222,1.758,-0.867,0.362,0.358
58.0,-10.277,-0.183,2.183,-0.884,0.409,0.412
62.0,-10.277,-0.183,2.183,-0.884,0.409,0.412
66.0,-10.277,-0.183,2.183,-0.884,0.409,0.412
70.0,-10.197,-0.124,2.588,-0.891,0.425,0.454
73.0,-10.197,-0.124,2.588,-0.891,0.425,0.454
77.0,-10.076,0.116,2.961,-0.905,0.405,0.451
81.0,-10.076,0.116,2.961,-0.905,0.405,0.451
85.0,-10.076,0.116,2.961,-0.905,0.405,0.451
88.0,-9.92,0.336,3.214,-0.953,0.364,0.401
92.0,-9.92,0.336,3.214,-0.953,0.364,0.401
96.0,-9.92,0.336,3.323,-0.953,0.364,0.401
99.0,-9.754,0.546,3.323,-1.022,0.323,0.307
103.0,-9.754,0.546,3.323,-1.022,0.323,0.307
107.0,-9.627,0.315,3.065,-1.102,0.298,0.182
110.0,-9.627,0.315,3.065,-1.102,0.298,0.182
114.0,-9.627,0.315,3.065,-1.102,0.298,0.182
118.0,-9.619,0.019,2.406,-1.148,0.285,0.034
122.0,-9.619,0.019,2.406,-1.148,0.285,0.034
125.0,-9.619,0.019,1.973,-1.148,0.285,0.034
129.0,-9.182,-0.285,1.973,-1.193,0.316,-0.122
133.0,-9.182,-0.285,1.973,-1.193,0.316,-0.122
137.0,-9.538,-1.6,1.694,-1.166,0.338,-0.241
141.0,-9.538,-1.6,1.694,-1.166,0.338,-0.241
145.0,-9.538,-1.6,1.694,-1.166,0.338,-0.241
149.0,-9.831,-2.33,1.247,-0.936,0.28,-0.312
153.0,-9.831,-2.33,1.247,-0.936,0.28,-0.312
156.0,-9.597,-1.801,1.064,-0.646,0.251,-0.369
160.0,-9.597,-1.801,1.064,-0.646,0.251,-0.369
164.0,-9.597,-1.801,1.064,-0.646,0.251,-0.369
168.0,-9.309,-0.986,1.209,-0.505,0.277,-0.419
172.0,-9.309,-0.986,1.209,-0.505,0.277,-0.419
176.0,-9.312,-0.337,1.489,-0.522,0.298,-0.485
180.0,-9.312,-0.337,1.489,-0.522,0.298,-0.485
184.0,-9.312,-0.337,1.489,-0.522,0.298,-0.485
188.0,-9.516,0.019,1.732,-0.609,0.273,-0.557
192.0,-9.516,0.019,1.732,-0.609,0.273,-0.557
195.0,-9.616,0.202,1.82,-0.686,0.23,-0.61
199.0,-9.616,0.202,1.82,-0.686,0.23,-0.61
203.0,-9.616,0.202,1.82,-0.686,0.23,-0.61
207.0,-9.57,0.21,1.863,-0.734,0.191,-0.63
211.0,-9.57,0.21,1.863,-0.734,0.191,-0.63
214.0,-9.373,0.08,1.832,-0.734,0.191,-0.63
218.0,-9.373,0.08,1.832,-0.76,0.162,-0.632
222.0,-9.373,0.08,1.832,-0.76,0.162,-0.632
226.0,-9.075,-0.06,1.773,-0.784,0.141,-0.63
230.0,-9.075,-0.06,1.773,-0.784,0.141,-0.63
234.0,-9.075,-0.06,1.773,-0.784,0.141,-0.63
238.0,-8.879,-0.135,1.726,-0.826,0.128,-0.634
242.0,-8.879,-0.135,1.726,-0.826,0.128,-0.634
245.0,-8.782,-0.096,1.728,-0.882,0.125,-0.638
249.0,-8.782,-0.096,1.728,-0.882,0.125,-0.638
253.0,-8.782,-0.096,1.728,-0.882,0.125,-0.638
257.0,-8.827,0.004,1.677,-0.921,0.129,-0.624
261.0,-8.827,0.004,1.677,-0.921,0.129,-0.624
265.0,-9.015,-0.039,1.477,-0.959,0.148,-0.592
269.0,-9.015,-0.039,1.477,-0.959,0.148,-0.592
273.0,-9.015,-0.039,1.477,-0.959,0.148,-0.592
276.0,-9.113,-0.106,1.364,-1.031,0.178,-0.552
280.0,-9.113,-0.106,1.364,-1.031,0.178,-0.552
284.0,-9.229,-0.329,1.346,-1.154,0.211,-0.516
288.0,-9.229,-0.329,1.346,-1.154,0.211,-0.516
292.0,-9.229,-0.329,1.346,-1.154,0.211,-0.516
296.0,-9.351,-0.535,1.454,-1.293,0.233,-0.471
300.0,-9.351,-0.535,1.454,-1.293,0.233,-0.471
304.0,-9.589,-0.578,1.679,-1.293,0.242,-0.408
308.0,-9.589,-0.578,1.679,-1.44,0.242,-0.408
312.0,-9.589,-0.578,1.679,-1.44,0.242,-0.408
316.0,-9.856,-0.607,1.932,-1.592,0.239,-0.325
319.0,-9.856,-0.607,1.932,-1.592,0.239,-0.325
323.0,-10.027,-0.682,2.133,-1.592,0.239,-0.22
327.0,-10.027,-0.682,2.133,-1.737,0.221,-0.22
331.0,-10.027,-0.682,2.133,-1.737,0.221,-0.22
335.0,-10.089,-0.9,2.244,-1.854,0.197,-0.104
339.0,-10.089,-0.9,2.244,-1.854,0.197,-0.104
343.0,-10.019,-1.22,2.289,-1.854,0.173,0.016
347.0,-10.019,-1.22,2.289,-1.932,0.173,0.016
351.0,-10.019,-1.22,2.289,-1.932,0.173,0.016
355.0,-9.957,-1.558,2.317,-1.963,0.151,0.135
359.0,-9.957,-1.558,2.317,-1.963,0.151,0.135
363.0,-9.899,-1.872,2.344,-1.963,0.151,0.135
366.0,-9.899,-1.872,2.344,-1.947,0.134,0.243
370.0,-9.899,-1.872,2.344,-1.947,0.134,0.243
374.0,-9.861,-2.099,2.391,-1.894,0.122,0.336
378.0,-9.861,-2.099,2.391,-1.894,0.122,0.336
382.0,-9.861,-2.099,2.391,-1.894,0.122,0.336
386.0,-9.842,-2.287,2.471,-1.815,0.111,0.413
389.0,-9.842,-2.287,2.471,-1.815,0.111,0.413
393.0,-9.823,-2.479,2.538,-1.709,0.099,0.473
397.0,-9.823,-2.479,2.538,-1.709,0.099,0.473
401.0,-9.823,-2.479,2.538,-1.709,0.099,0.473
405.0,-9.799,-2.638,2.618,-1.572,0.086,0.517
409.0,-9.799,-2.638,2.618,-1.572,0.086,0.517
412.0,-9.791,-2.758,2.706,-1.572,0.072,0.544
416.0,-9.791,-2.758,2.706,-1.405,0.072,0.544
420.0,-9.791,-2.758,2.706,-1.405,0.072,0.544
424.0,-9.775,-2.818,2.776,-1.211,0.057,0.556
428.0,-9.775,-2.818,2.776,-1.211,0.057,0.556
431.0,-9.775,-2.865,2.827,-1.211,0.057,0.556
435.0,-9.751,-2.865,2.827,-1.002,0.042,0.556
439.0,-9.751,-2.865,2.827,-1.002,0.042,0.556
443.0,-9.711,-2.882,2.868,-0.778,0.028,0.545
447.0,-9.711,-2.882,2.868,-0.778,0.028,0.545
451.0,-9.711,-2.882,2.868,-0.778,0.028,0.545
454.0,-9.675,-2.834,2.904,-0.549,0.013,0.526
458.0,-9.675,-2.834,2.904,-0.549,0.013,0.526
462.0,-9.656,-2.767,2.906,-0.327,-0.002,0.496
466.0,-9.656,-2.767,2.906,-0.327,-0.002,0.496
470.0,-9.656,-2.767,2.906,-0.327,-0.002,0.496
474.0,-9.633,-2.685,2.881,-0.114,-0.019,0.46
478.0,-9.633,-2.685,2.881,-0.114,-0.019,0.46
482.0,-9.659,-2.6,2.833,-0.114,-0.035,0.417
485.0,-9.659,-2.6,2.833,0.087,-0.035,0.417
489.0,-9.659,-2.6,2.833,0.087,-0.035,0.417
493.0,-9.65,-2.506,2.777,0.272,-0.047,0.368
497.0,-9.65,-2.506,2.777,0.272,-0.047,0.368
501.0,-9.687,-2.393,2.739,0.272,-0.047,0.368
505.0,-9.687,-2.393,2.739,0.439,-0.057,0.312
508.0,-9.687,-2.393,2.739,0.439,-0.057,0.312
512.0,-9.746,-2.28,2.703,0.585,-0.066,0.253
516.0,-9.746,-2.28,2.703,0.585,-0.066,0.253
520.0,-9.746,-2.28,2.703,0.585,-0.066,0.253
524.0,-9.766,-2.192,2.683,0.71,-0.078,0.19
527.0,-9.766,-2.192,2.683,0.71,-0.078,0.19
531.0,-9.795,-2.121,2.666,0.823,-0.095,0.129
535.0,-9.795,-2.121,2.666,0.823,-0.095,0.129
539.0,-9.795,-2.121,2.666,0.823,-0.095,0.129
543.0,-9.842,-1.994,2.646,0.93,-0.116,0.07
547.0,-9.842,-1.994,2.646,0.93,-0.116,0.07
550.0,-9.891,-1.807,2.609,0.93,-0.116,0.023
554.0,-9.891,-1.807,2.609,1.023,-0.142,0.023
558.0,-9.891,-1.807,2.609,1.023,-0.142,0.023
562.0,-9.998,-1.615,2.572,1.105,-0.173,-0.007
566.0,-9.998,-1.615,2.572,1.105,-0.173,-0.007
570.0,-9.998,-1.615,2.546,1.105,-0.173,-0.007
574.0,-10.083,-1.45,2.546,1.162,-0.211,-0.03
578.0,-10.083,-1.45,2.546,1.162,-0.211,-0.03
582.0,-10.092,-1.265,2.492,1.185,-0.258,-0.055
586.0,-10.092,-1.265,2.492,1.185,-0.258,-0.055
590.0,-10.092,-1.082,2.388,1.185,-0.258,-0.055
593.0,-10.037,-1.082,2.388,1.162,-0.312,-0.084
597.0,-10.037,-1.082,2.388,1.162,-0.312,-0.084
601.0,-10.001,-0.91,2.203,1.085,-0.362,-0.119
605.0,-10.001,-0.91,2.203,1.085,-0.362,-0.119
609.0,-9.855,-0.775,2.038,1.085,-0.362,-0.119
613.0,-9.855,-0.775,2.038,0.958,-0.395,-0.158
617.0,-9.855,-0.775,2.038,0.958,-0.395,-0.158
621.0,-9.715,-0.698,1.928,0.794,-0.409,-0.196
625.0,-9.715,-0.698,1.928,0.794,-0.409,-0.196
629.0,-9.669,-0.717,1.893,0.794,-0.409,-0.196
633.0,-9.669,-0.717,1.893,0.626,-0.41,-0.232
637.0,-9.669,-0.717,1.893,0.626,-0.41,-0.232
641.0,-9.674,-0.8,1.926,0.489,-0.405,-0.263
645.0,-9.674,-0.8,1.926,0.489,-0.405,-0.263
649.0,-9.674,-0.8,2.008,0.489,-0.405,-0.263
652.0,-9.765,-0.986,2.008,0.411,-0.399,-0.28
656.0,-9.765,-0.986,2.008,0.411,-0.399,-0.28
660.0,-9.913,-1.244,2.177,0.456,-0.394,-0.281
664.0,-9.913,-1.244,2.177,0.456,-0.394,-0.281
668.0,-9.913,-1.244,2.177,0.456,-0.394,-0.281
672.0,-9.977,-1.414,2.314,0.655,-0.394,-0.264
676.0,-9.977,-1.414,2.314,0.655,-0.394,-0.264
680.0,-9.984,-1.322,2.36,0.935,-0.392,-0.232
684.0,-9.984,-1.322,2.36,0.935,-0.392,-0.232
688.0,-9.984,-1.322,2.36,0.935,-0.392,-0.232
691.0,-9.868,-1.183,2.261,1.169,-0.392,-0.199
695.0,-9.868,-1.183,2.261,1.169,-0.392,-0.199
699.0,-9.687,-1.013,2.155,1.276,-0.388,-0.186
703.0,-9.687,-1.013,2.155,1.276,-0.388,-0.186
707.0,-9.687,-1.013,2.155,1.276,-0.388,-0.186
711.0,-9.608,-0.893,2.136,1.251,-0.382,-0.205
715.0,-9.608,-0.893,2.136,1.251,-0.382,-0.205
719.0,-9.666,-0.73,2.155,1.133,-0.379,-0.246
723.0,-9.666,-0.73,2.155,1.133,-0.379,-0.246
727.0,-9.666,-0.73,2.155,1.133,-0.379,-0.246
731.0,-9.711,-0.613,2.163,0.959,-0.38,-0.287
734.0,-9.711,-0.613,2.163,0.959,-0.38,-0.287
738.0,-9.724,-0.557,2.131,0.765,-0.382,-0.318
742.0,-9.724,-0.557,2.131,0.765,-0.382,-0.318
746.0,-9.724,-0.557,2.131,0.765,-0.382,-0.318
750.0,-9.688,-0.522,2.096,0.57,-0.384,-0.335
754.0,-9.688,-0.522,2.096,0.57,-0.384,-0.335
758.0,-9.651,-0.566,2.046,0.57,-0.385,-0.34
762.0,-9.651,-0.566,2.046,0.386,-0.385,-0.34
766.0,-9.651,-0.566,2.046,0.386,-0.385,-0.34
770.0,-9.634,-0.656,1.996,0.227,-0.385,-0.333
774.0,-9.634,-0.656,1.996,0.227,-0.385,-0.333
777.0,-9.605,-0.769,1.967,0.227,-0.385,-0.32
