deltaTime,Acc_X,Acc_Y,Acc_Z,Gyro_X,Gyro_Y,Gyro_Z
0.0,-6.596,-4.851,3.991,0.412,0.01,-0.013
3.0,-6.596,-4.851,3.991,0.412,0.01,-0.013
6.0,-6.596,-4.851,3.991,0.412,0.01,-0.013
9.0,-6.667,-4.596,4.223,0.412,0.073,-0.025
12.0,-6.667,-4.596,4.223,0.368,0.073,-0.025
15.0,-6.667,-4.596,4.223,0.368,0.073,-0.025
18.0,-6.667,-4.596,4.223,0.368,0.073,-0.025
21.0,-6.958,-4.612,4.582,0.268,0.127,-0.039
24.0,-6.958,-4.612,4.582,0.268,0.127,-0.039
27.0,-6.958,-4.612,4.582,0.268,0.127,-0.039
30.0,-7.251,-4.765,4.936,0.17,0.139,-0.051
33.0,-7.251,-4.765,4.936,0.17,0.139,-0.051
36.0,-7.251,-4.765,4.936,0.17,0.139,-0.051
40.0,-7.276,-4.723,5.018,0.087,0.124,-0.059
44.0,-7.276,-4.723,5.018,0.087,0.124,-0.059
47.0,-7.276,-4.723,5.018,0.087,0.124,-0.059
51.0,-7.276,-4.709,5.026,-0.011,0.106,-0.071
55.0,-7.276,-4.709,5.026,-0.011,0.106,-0.071
59.0,-7.316,-4.854,5.042,-0.126,0.088,-0.086
63.0,-7.316,-4.854,5.042,-0.126,0.088,-0.086
66.0,-7.316,-4.854,5.042,-0.126,0.088,-0.086
70.0,-7.365,-5.206,5.118,-0.228,0.071,-0.091
74.0,-7.365,-5.206,5.118,-0.228,0.071,-0.091
78.0,-7.539,-5.727,5.247,-0.228,0.071,-0.091
82.0,-7.539,-5.727,5.247,-0.278,0.052,-0.081
86.0,-7.539,-5.727,5.247,-0.278,0.052,-0.081
89.0,-7.82,-6.275,5.517,-0.259,0.024,-0.072
93.0,-7.82,-6.275,5.517,-0.259,0.024,-0.072
97.0,-7.82,-6.275,5.517,-0.259,0.024,-0.072
101.0,-8.218,-6.937,5.975,-0.185,-0.016,-0.089
105.0,-8.218,-6.937,5.975,-0.185,-0.016,-0.089
109.0,-8.731,-7.949,6.739,-0.047,-0.07,-0.136
113.0,-8.731,-7.949,6.739,-0.047,-0.07,-0.136
117.0,-8.731,-7.949,6.739,-0.047,-0.07,-0.136
121.0,-9.357,-8.617,7.536,0.179,-0.164,-0.231
125.0,-9.357,-8.617,7.536,0.179,-0.164,-0.231
129.0,-9.928,-9.586,8.545,0.447,-0.277,-0.383
133.0,-9.928,-9.586,8.545,0.447,-0.277,-0.383
136.0,-9.928,-9.586,8.545,0.447,-0.277,-0.383
140.0,-11.005,-10.213,9.376,0.776,-0.404,-0.55
144.0,-11.005,-10.213,9.376,0.776,-0.404,-0.55
148.0,-11.726,-10.097,9.79,1.141,-0.687,-0.772
153.0,-11.726,-10.097,9.79,1.141,-0.687,-0.772
157.0,-11.726,-10.097,9.75,1.141,-0.687,-0.772
161.0,-12.733,-9.556,9.75,1.35,-1.011,-1.097
165.0,-12.733,-9.556,9.75,1.35,-1.011,-1.097
169.0,-13.561,-9.736,9.715,1.395,-1.389,-1.508
173.0,-13.561,-9.736,9.715,1.395,-1.389,-1.508
177.0,-13.992,-10.382,9.98,1.395,-1.389,-1.508
181.0,-13.992,-10.382,9.98,1.375,-1.772,-1.943
185.0,-13.992,-10.382,9.98,1.375,-1.772,-1.943
189.0,-14.637,-11.115,10.397,1.32,-2.145,-2.423
193.0,-14.637,-11.115,10.397,1.32,-2.145,-2.423
197.0,-15.573,-11.95,11.035,1.216,-2.554,-2.939
201.0,-15.573,-11.95,11.035,1.216,-2.554,-2.939
206.0,-15.573,-11.95,11.035,1.216,-2.554,-2.939
210.0,-16.724,-12.788,11.767,1.041,-3.001,-3.483
214.0,-16.724,-12.788,11.767,1.041,-3.001,-3.483
218.0,-17.301,-12.955,11.826,0.801,-3.451,-4.025
222.0,-17.301,-12.955,11.826,0.801,-3.451,-4.025
226.0,-15.799,-12.271,11.268,0.801,-3.862,-4.505
231.0,-15.799,-12.271,11.268,0.541,-3.862,-4.505
235.0,-15.799,-12.271,11.268,0.541,-3.862,-4.505
239.0,-12.302,-10.96,10.56,0.358,-4.154,-4.865
243.0,-12.302,-10.96,10.56,0.358,-4.154,-4.865
247.0,-8.216,-9.174,9.752,0.305,-4.269,-4.991
251.0,-8.216,-9.174,9.752,0.305,-4.269,-4.991
255.0,-8.216,-9.174,9.752,0.305,-4.269,-4.991
259.0,-4.316,-7.463,8.876,0.365,-4.202,-4.991
263.0,-4.316,-7.463,8.876,0.365,-4.202,-4.991
267.0,-0.99,-6.051,7.938,0.543,-4.035,-4.914
271.0,-0.99,-6.051,7.938,0.543,-4.035,-4.914
275.0,-0.99,-6.051,7.938,0.543,-4.035,-4.914
279.0,1.753,-4.539,7.111,0.834,-3.843,-4.763
282.0,1.753,-4.539,7.111,0.834,-3.843,-4.763
286.0,3.791,-3.25,6.594,1.174,-3.608,-4.599
290.0,3.791,-3.25,6.594,1.174,-3.608,-4.599
294.0,3.791,-3.25,6.594,1.174,-3.608,-4.599
298.0,5.019,-2.262,6.468,1.535,-3.365,-4.416
