deltaTime,Acc_X,Acc_Y,Acc_Z,Gyro_X,Gyro_Y,Gyro_Z
0.0,-5.021,-3.095,4.898,0.108,0.128,-0.22
3.0,-4.902,-3.219,4.86,0.114,0.132,-0.218
6.0,-4.902,-3.219,4.86,0.114,0.132,-0.218
9.0,-4.902,-3.219,4.86,0.114,0.132,-0.218
12.0,-4.982,-3.135,4.877,0.155,0.112,-0.231
15.0,-4.982,-3.135,4.877,0.155,0.112,-0.231
18.0,-4.982,-3.135,4.877,0.155,0.112,-0.231
21.0,-4.841,-2.929,4.839,0.155,0.112,-0.231
24.0,-4.841,-2.929,4.839,0.197,0.065,-0.249
27.0,-4.841,-2.929,4.839,0.197,0.065,-0.249
30.0,-4.841,-2.929,4.839,0.197,0.065,-0.249
33.0,-4.626,-2.527,4.714,0.218,0.029,-0.273
36.0,-4.626,-2.527,4.714,0.218,0.029,-0.273
39.0,-4.626,-2.527,4.714,0.218,0.029,-0.273
43.0,-4.56,-2.311,4.656,0.201,0.011,-0.297
47.0,-4.56,-2.311,4.656,0.201,0.011,-0.297
51.0,-4.612,-2.311,4.599,0.201,-0.014,-0.316
54.0,-4.612,-2.311,4.599,0.175,-0.014,-0.316
58.0,-4.612,-2.311,4.599,0.175,-0.014,-0.316
62.0,-4.813,-2.264,4.425,0.157,-0.047,-0.337
66.0,-4.813,-2.264,4.425,0.157,-0.047,-0.337
70.0,-4.813,-2.078,4.31,0.157,-0.047,-0.337
73.0,-5.122,-2.078,4.31,0.131,-0.082,-0.365
77.0,-5.122,-2.078,4.31,0.131,-0.082,-0.365
81.0,-5.285,-2.165,4.247,0.091,-0.11,-0.382
85.0,-5.285,-2.165,4.247,0.091,-0.11,-0.382
89.0,-5.285,-2.165,4.247,0.091,-0.11,-0.382
93.0,-5.614,-2.514,4.254,0.08,-0.129,-0.377
96.0,-5.614,-2.514,4.254,0.08,-0.129,-0.377
100.0,-5.911,-3.086,4.506,0.145,-0.126,-0.342
104.0,-5.911,-3.086,4.506,0.145,-0.126,-0.342
108.0,-5.911,-3.086,4.506,0.145,-0.126,-0.342
112.0,-6.607,-3.78,4.849,0.309,-0.092,-0.277
116.0,-6.607,-3.78,4.849,0.309,-0.092,-0.277
120.0,-7.763,-4.137,5.08,0.571,-0.031,-0.188
124.0,-7.763,-4.137,5.08,0.571,-0.031,-0.188
128.0,-7.763,-4.137,5.08,0.571,-0.031,-0.188
131.0,-9.304,-3.91,5.176,0.846,0.05,-0.087
135.0,-9.304,-3.91,5.176,0.846,0.05,-0.087
139.0,-10.993,-2.523,4.941,0.846,0.05,-0.087
143.0,-10.993,-2.523,4.941,0.999,0.209,0.025
147.0,-10.993,-2.523,4.941,0.999,0.209,0.025
151.0,-14.532,-1.999,4.948,0.842,0.327,0.087
154.0,-14.532,-1.999,4.948,0.842,0.327,0.087
158.0,-14.532,-1.999,4.916,0.842,0.327,0.087
162.0,-18.122,-2.914,4.916,0.441,0.267,0.137
166.0,-18.122,-2.914,4.916,0.441,0.267,0.137
170.0,-19.597,-3.56,4.713,-0.017,0.121,0.188
174.0,-19.597,-3.56,4.713,-0.017,0.121,0.188
178.0,-19.597,-3.56,4.713,-0.017,0.121,0.188
181.0,-19.6,-3.976,4.354,-0.463,-0.106,0.228
185.0,-19.6,-3.976,4.354,-0.463,-0.106,0.228
189.0,-19.6,-4.302,4.083,-0.88,-0.354,0.247
193.0,-19.6,-4.302,4.083,-0.88,-0.354,0.247
197.0,-19.6,-4.302,4.083,-0.88,-0.354,0.247
201.0,-19.6,-4.347,3.605,-1.287,-0.551,0.228
205.0,-19.6,-4.347,3.605,-1.287,-0.551,0.228
209.0,-19.6,-4.587,3.203,-1.726,-0.667,0.206
213.0,-19.6,-4.587,3.203,-1.726,-0.667,0.206
217.0,-19.6,-4.587,3.203,-1.726,-0.667,0.206
221.0,-19.6,-5.587,3.143,-2.216,-0.716,0.18
225.0,-19.6,-5.587,3.143,-2.216,-0.716,0.18
229.0,-18.889,-6.667,3.302,-2.728,-0.712,0.124
233.0,-18.889,-6.667,3.302,-2.728,-0.712,0.124
237.0,-18.889,-6.667,3.879,-2.728,-0.712,0.124
241.0,-16.753,-7.479,3.879,-3.208,-0.661,0.06
245.0,-16.753,-7.479,3.879,-3.208,-0.661,0.06
249.0,-14.364,-7.839,4.541,-3.642,-0.589,0.007
253.0,-14.364,-7.839,4.541,-3.642,-0.589,0.007
257.0,-12.115,-7.767,4.933,-3.642,-0.589,0.007
261.0,-12.115,-7.767,4.933,-4.04,-0.526,-0.031
265.0,-12.115,-7.767,4.933,-4.04,-0.526,-0.031
269.0,-9.897,-7.579,5.048,-4.427,-0.485,-0.053
273.0,-9.897,-7.579,5.048,-4.427,-0.485,-0.053
277.0,-7.83,-7.619,4.919,-4.427,-0.485,-0.072
281.0,-7.83,-7.619,4.919,-4.821,-0.432,-0.072
285.0,-7.83,-7.619,4.919,-4.821,-0.432,-0.072
289.0,-6.243,-8.009,4.403,-5.007,-0.435,-0.119
293.0,-6.243,-8.009,4.403,-5.007,-0.435,-0.119
297.0,-4.25,-8.169,3.909,-5.013,-0.523,-0.161
301.0,-4.25,-8.169,3.909,-5.013,-0.523,-0.161
305.0,-4.25,-8.169,3.909,-5.013,-0.523,-0.161
309.0,-2.574,-8.758,3.428,-5.013,-0.541,-0.177
313.0,-2.574,-8.758,3.428,-5.013,-0.541,-0.177
317.0,-0.621,-9.397,3.085,-5.013,-0.565,-0.153
321.0,-0.621,-9.397,3.085,-5.013,-0.565,-0.153
325.0,-0.621,-9.397,3.085,-5.013,-0.565,-0.153
329.0,1.798,-10.344,3.194,-5.013,-0.594,-0.081
